Age,Gender,Parental_Edu,Income,Prev_Grade,Attendance,Study_Hrs,Motivation,Stress,Social_Media,Sleep,Final_Grade,ID,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
18,F,PhD,High,56,0.9,2.0,Medium,High,4.0,8,B,929,female,group C,some high school,free/reduced,none,48,56,51
19,M,Master's,High,87,0.8,2.1,Low,High,3.5,7,A,930,male,group C,some college,free/reduced,completed,67,74,70
24,F,High School,High,82,0.75,4.3,High,High,2.2,8,A,931,male,group D,some college,free/reduced,none,62,57,62
21,F,PhD,Low,61,0.88,2.4,Low,High,1.0,8,B,932,male,group D,associate's degree,free/reduced,completed,61,71,73
17,F,Bachelor's,Medium,94,0.84,4.0,High,High,2.7,7,A,933,male,group C,bachelor's degree,free/reduced,completed,70,75,74
22,M,PhD,Medium,61,0.8,5.8,Low,Medium,1.0,8,A,934,male,group C,associate's degree,standard,completed,98,87,90
17,M,High School,Low,68,0.83,5.0,Low,High,2.8,7,A,935,male,group D,some college,free/reduced,none,70,63,58
17,F,PhD,High,58,0.81,2.7,High,Medium,4.2,6,B,936,male,group A,associate's degree,standard,none,67,57,53
16,M,Master's,High,59,0.99,3.4,Low,Low,5.0,6,B,937,female,group E,high school,free/reduced,none,57,58,57
18,M,High School,High,66,0.76,2.0,Medium,High,1.4,8,B,938,male,group D,some college,standard,completed,85,81,85
21,M,PhD,Medium,99,0.85,1.1,Medium,Low,1.4,6,A,939,male,group D,some high school,standard,completed,77,68,69
23,M,Master's,Medium,89,0.88,2.4,High,Medium,4.1,8,A,940,male,group C,master's degree,free/reduced,completed,72,66,72
24,M,High School,Medium,88,0.79,2.8,Low,Medium,2.6,6,A,941,female,group D,master's degree,standard,none,78,91,96
22,F,PhD,Medium,90,0.83,3.8,Medium,Low,4.6,8,A,942,male,group C,high school,standard,none,81,66,64
19,M,Master's,Medium,59,0.81,5.7,High,High,4.0,5,A,943,male,group A,some high school,free/reduced,completed,61,62,61
21,M,Bachelor's,Low,61,0.99,5.7,High,Medium,3.8,4,A,944,female,group B,high school,standard,none,58,68,61
20,M,Master's,Medium,64,0.88,1.4,High,Medium,1.0,6,B,945,female,group C,associate's degree,standard,none,54,61,58
23,F,Bachelor's,High,80,0.9,4.1,Medium,Medium,0.7,7,A,946,male,group B,high school,standard,none,82,82,80
16,F,PhD,Medium,64,0.96,1.2,Medium,Medium,1.9,4,C,947,female,group D,some college,free/reduced,none,49,58,60
16,F,Master's,Low,77,0.9,4.2,Medium,Medium,1.5,8,A,948,male,group B,some high school,free/reduced,completed,49,50,52
21,M,Bachelor's,High,53,0.81,1.6,Medium,Medium,3.7,4,D,949,female,group E,high school,free/reduced,completed,57,75,73
17,F,High School,Low,85,0.84,5.7,Low,Low,2.5,7,A,950,male,group E,high school,standard,none,94,73,71
20,F,Master's,High,50,0.95,5.3,Medium,High,2.9,7,A,951,female,group D,some college,standard,completed,75,77,83
16,F,PhD,Medium,93,0.8,1.1,High,High,4.2,8,A,952,female,group E,some high school,free/reduced,none,74,74,72
22,F,High School,Low,83,0.91,4.9,Low,High,2.7,6,A,953,male,group C,high school,standard,completed,58,52,54
16,M,Bachelor's,High,96,0.75,4.2,Medium,High,3.0,6,A,954,female,group C,some college,standard,none,62,69,69
19,F,Master's,Medium,66,0.76,3.5,Low,Low,4.3,5,B,955,male,group E,associate's degree,standard,none,72,57,62
24,F,Master's,High,88,0.88,4.0,High,Low,2.4,7,A,956,male,group C,some college,standard,none,84,87,81
16,M,PhD,Low,87,0.78,4.4,Medium,High,0.9,5,A,957,female,group D,master's degree,standard,none,92,100,100
19,M,High School,Low,93,0.83,5.4,Low,Medium,2.8,7,A,958,female,group D,high school,standard,none,45,63,59
21,F,Master's,Low,82,0.97,4.8,Medium,High,3.1,5,A,959,male,group C,high school,standard,none,75,81,71
21,M,Master's,Low,70,0.8,3.9,Low,Medium,2.8,6,A,960,female,group A,some college,standard,none,56,58,64
23,F,High School,Medium,75,0.91,5.1,Low,Medium,1.7,7,A,961,female,group D,some high school,free/reduced,none,48,54,53
16,M,Master's,High,95,0.95,5.9,High,Low,1.5,6,A,962,female,group E,associate's degree,standard,none,100,100,100
22,M,High School,Medium,85,0.85,2.5,High,Medium,2.2,4,A,963,female,group C,some high school,free/reduced,completed,65,76,75
16,F,High School,Low,54,0.78,1.6,Medium,Low,1.2,6,C,964,male,group D,some college,standard,none,72,57,58
22,M,High School,High,82,0.95,4.7,Medium,High,3.5,7,A,965,female,group D,some college,standard,none,62,70,72
18,F,PhD,Low,50,0.83,5.9,Low,Low,3.3,4,B,966,male,group A,some high school,standard,completed,66,68,64
23,M,High School,Medium,55,0.9,1.6,High,Medium,3.3,5,C,967,male,group C,some college,standard,none,63,63,60
18,F,High School,Medium,86,0.77,3.2,High,Medium,1.5,8,A,968,female,group E,associate's degree,standard,none,68,76,67
16,M,Bachelor's,Medium,51,0.78,1.3,Low,Medium,1.6,7,C,969,female,group B,bachelor's degree,standard,none,75,84,80
23,M,Bachelor's,High,54,0.98,4.9,High,High,4.0,8,A,970,female,group D,bachelor's degree,standard,none,89,100,100
18,M,PhD,High,75,0.77,5.7,High,Low,3.6,8,A,971,male,group C,some high school,standard,completed,78,72,69
17,M,High School,Low,90,0.87,3.5,Low,High,4.4,4,A,972,female,group A,high school,free/reduced,completed,53,50,60
16,M,Bachelor's,High,96,0.93,3.0,Medium,Low,2.3,5,A,973,female,group D,some college,free/reduced,none,49,65,61
18,F,Bachelor's,High,62,0.99,5.5,Medium,High,3.0,6,A,974,female,group A,some college,standard,none,54,63,67
17,M,Master's,Medium,61,0.95,1.7,Medium,High,3.8,4,C,975,female,group C,some college,standard,completed,64,82,77
17,F,High School,Low,54,0.75,5.5,Low,Medium,4.9,5,B,976,male,group B,some college,free/reduced,completed,60,62,60
21,F,Bachelor's,Medium,51,0.97,3.0,Medium,High,5.0,6,C,977,male,group C,associate's degree,standard,none,62,65,58
16,F,PhD,Low,53,0.97,3.8,Low,High,5.0,6,B,978,male,group D,high school,standard,completed,55,41,48
17,M,Master's,Low,76,0.8,3.6,Low,Low,4.5,5,A,979,female,group C,associate's degree,standard,none,91,95,94
21,F,Master's,High,99,0.96,4.1,High,High,3.4,6,A,980,female,group B,high school,free/reduced,none,8,24,23
18,M,High School,Medium,59,0.77,5.7,High,Medium,0.5,7,A,981,male,group D,some high school,standard,none,81,78,78
19,F,High School,High,62,0.77,5.8,Medium,High,3.6,7,A,982,male,group B,some high school,standard,completed,79,85,86
16,F,Master's,High,93,0.9,5.2,Low,Low,1.6,4,A,983,female,group A,some college,standard,completed,78,87,91
23,F,PhD,High,51,0.84,2.0,Medium,Low,0.8,6,C,984,female,group C,some high school,standard,none,74,75,82
22,F,High School,Low,75,0.99,2.7,Medium,High,3.6,6,B,985,male,group A,high school,standard,none,57,51,54
22,F,High School,Medium,64,0.91,3.4,High,High,3.9,5,B,986,female,group C,associate's degree,standard,none,40,59,51
18,M,Master's,Medium,95,0.81,5.5,Medium,Low,3.5,7,A,987,male,group E,some high school,standard,completed,81,75,76
18,F,Master's,High,59,0.87,3.6,Medium,Medium,2.1,8,A,988,female,group A,some high school,free/reduced,none,44,45,45
17,F,High School,Low,71,0.85,5.9,High,High,2.8,4,A,989,female,group D,some college,free/reduced,completed,67,86,83
16,M,Bachelor's,Medium,89,0.84,5.9,Medium,Medium,4.7,7,A,990,male,group E,high school,free/reduced,completed,86,81,75
22,M,High School,Medium,74,0.81,4.0,Medium,Medium,3.8,5,A,991,female,group B,some high school,standard,completed,65,82,78
22,M,Bachelor's,High,64,0.98,5.4,Low,High,2.8,4,A,992,female,group D,associate's degree,free/reduced,none,55,76,76
17,F,Master's,Low,62,0.8,6.0,Medium,Medium,3.2,8,A,993,female,group D,bachelor's degree,free/reduced,none,62,72,74
22,F,Bachelor's,High,57,0.98,5.2,High,Low,4.7,4,A,994,male,group A,high school,standard,none,63,63,62
23,F,PhD,Medium,70,0.75,4.3,High,Medium,2.3,7,A,995,female,group E,master's degree,standard,completed,88,99,95
16,F,Master's,Low,70,0.91,5.2,Low,Low,1.0,8,A,996,male,group C,high school,free/reduced,none,62,55,55
24,F,High School,High,71,0.99,1.4,High,High,2.0,5,B,997,female,group C,high school,free/reduced,completed,59,71,65
22,F,High School,Medium,95,0.86,4.2,High,Medium,2.4,4,A,998,female,group D,some college,standard,completed,68,78,77
18,M,Master's,High,82,0.78,2.1,High,Low,1.7,7,A,999,female,group D,some college,free/reduced,none,77,86,86
